
    Sonde serial number                          	M4643053
    Sonde type                                   	RS92-SGP
    Release point longitude                      	73.83�E
    Release point latitude                       	19.90�N
    Release point height from sea level          	1151 m
    Balloon release date and time                	2022-03-28T14:31:19

   n HeightMSL  Temp     P RH Dir Speed  MRI
             m    �C    mb  %   �   m/s     
1142      5336   6.0 578.9  1 141   6.8  909
1143      5340   6.0 578.6  1 142   6.8  910
1144      5344   6.0 578.3  1 142   6.9  910
1145      5348   6.0 578.0  1 142   7.0  911
1146      5352   6.0 577.7  1 142   7.0  911
1147      5356   6.0 577.5  1 143   7.1  912
1148      5360   5.9 577.2  1 143   7.1  912
1149      5363   5.9 577.0  1 143   7.2  913
1150      5367   5.9 576.7  1 144   7.2  913
1151      5370   5.9 576.5  1 144   7.3  914
1152      5374   5.8 576.2  1 144   7.3  914
1153      5378   5.8 575.9  1 144   7.4  915
1154      5382   5.8 575.6  1 144   7.4  916
1155      5386   5.8 575.4  1 145   7.5  916
1156      5389   5.8 575.1  1 145   7.6  917
1157      5393   5.8 574.9  1 145   7.6  917
1158      5397   5.8 574.6  1 145   7.7  918
1159      5400   5.8 574.3  1 145   7.7  918
1160      5404   5.8 574.1  1 145   7.8  919
1161      5408   5.8 573.8  1 146   7.9  919
1162      5412   5.7 573.5  1 146   7.9  920
1163      5416   5.7 573.2  1 146   8.0  920
1164      5420   5.7 573.0  1 146   8.1  921
1165      5423   5.7 572.7  1 146   8.1  921
1166      5427   5.6 572.5  1 146   8.2  922
1167      5430   5.6 572.2  1 146   8.3  922
1168      5434   5.6 571.9  1 146   8.3  923
1169      5438   5.5 571.7  1 146   8.4  923
1170      5443   5.5 571.4  1 146   8.5  924
1171      5446   5.5 571.1  1 146   8.5  925
1172      5450   5.5 570.9  1 146   8.6  925
1173      5453   5.4 570.6  1 146   8.7  926
1174      5457   5.4 570.4  1 146   8.7  926
1175      5460   5.4 570.1  1 146   8.8  927
1176      5464   5.4 569.9  1 146   8.8  927
1177      5468   5.3 569.6  1 146   8.9  928
1178      5472   5.3 569.3  1 146   8.9  928
1179      5476   5.3 569.0  1 145   9.0  929
1180      5480   5.3 568.7  1 145   9.0  929
1181      5484   5.2 568.5  1 145   9.1  930
1182      5487   5.2 568.2  1 145   9.1  930
1183      5491   5.2 568.0  1 145   9.1  931
1184      5494   5.2 567.8  1 145   9.2  931
1185      5497   5.1 567.6  1 144   9.2  932
1186      5501   5.1 567.3  1 144   9.2  932
1187      5505   5.1 567.0  1 144   9.2  933
1188      5508   5.1 566.8  1 144   9.3  933
1189      5512   5.1 566.6  1 144   9.3  934
1190      5515   5.0 566.3  1 143   9.3  934
1191      5519   5.0 566.0  1 143   9.3  935
1192      5523   5.0 565.8  1 143   9.3  935
1193      5526   5.0 565.5  1 143   9.3  936
1194      5530   4.9 565.3  1 142   9.3  936
1195      5533   4.9 565.0  1 142   9.3  937
1196      5537   4.9 564.8  1 142   9.3  937
1197      5541   4.9 564.5  1 142   9.3  938
1198      5544   4.8 564.3  1 141   9.3  938
1199      5548   4.8 564.0  1 141   9.3  939
1200      5552   4.8 563.7  1 141   9.3  940
1201      5556   4.7 563.5  1 140   9.3  940
1202      5560   4.7 563.2  1 140   9.3  941
1203      5563   4.7 563.0  1 140   9.3  941
1204      5567   4.6 562.7  1 140   9.3  942
1205      5570   4.6 562.5  1 139   9.4  942
1206      5574   4.6 562.2  1 139   9.4  943
1207      5577   4.6 562.0  1 139   9.4  943
1208      5581   4.5 561.7  2 138   9.4  944
1209      5584   4.5 561.5  2 138   9.4  944
1210      5588   4.5 561.3  2 138   9.4  945
1211      5591   4.4 561.0  2 137   9.5  945
1212      5595   4.4 560.8  2 137   9.5  946
1213      5599   4.4 560.5  2 137   9.5  946
1214      5602   4.3 560.3  2 136   9.5  947
1215      5606   4.3 560.0  2 136   9.6  947
1216      5610   4.3 559.8  2 136   9.6  948
1217      5613   4.3 559.5  2 135   9.6  948
1218      5617   4.3 559.3  2 135   9.7  949
1219      5620   4.2 559.0  2 135   9.7  949
1220      5624   4.2 558.8  2 134   9.7  950
1221      5627   4.2 558.6  2 134   9.8  950
1222      5631   4.1 558.3  2 134   9.8  951
1223      5635   4.1 558.1  2 133   9.8  951
1224      5638   4.1 557.8  2 133   9.9  952
1225      5642   4.0 557.6  2 133   9.9  952
1226      5646   4.0 557.3  2 133  10.0  953
1227      5650   4.0 557.0  2 132  10.0  954
1228      5654   3.9 556.7  2 132  10.0  954
1229      5658   3.9 556.5  2 132  10.1  955
1230      5661   3.9 556.2  2 132  10.1  955
1231      5665   3.8 556.0  2 131  10.1  956
1232      5668   3.8 555.8  2 131  10.2  956
1233      5671   3.8 555.6  2 131  10.2  957
1234      5674   3.8 555.3  2 131  10.3  957
1235      5677   3.7 555.1  2 131  10.3  957
1236      5681   3.7 554.9  2 130  10.3  958
1237      5684   3.7 554.7  2 130  10.4  958
1238      5687   3.6 554.4  2 130  10.4  959
1239      5691   3.6 554.2  2 130  10.4  959
1240      5694   3.6 554.0  2 129  10.5  960
1241      5697   3.5 553.8  2 129  10.5  960
1242      5700   3.5 553.6  2 129  10.5  961
1243      5703   3.5 553.4  2 128  10.6  961
1244      5706   3.5 553.1  2 128  10.6  962
1245      5710   3.5 552.9  2 128  10.6  962
1246      5713   3.4 552.7  2 127  10.7  963
1247      5716   3.4 552.5  2 127  10.7  963
1248      5720   3.4 552.2  2 127  10.7  963
1249      5723   3.3 552.0  2 126  10.7  964
1250      5726   3.3 551.8  2 126  10.8  964
1251      5730   3.3 551.5  2 126  10.8  965
1252      5733   3.3 551.3  2 125  10.8  965
1253      5736   3.2 551.1  2 125  10.9  966
1254      5739   3.2 550.9  2 124  10.9  966
1255      5743   3.2 550.6  2 124  10.9  967
1256      5746   3.2 550.4  2 124  11.0  967
1257      5749   3.1 550.2  2 123  11.0  968
1258      5752   3.1 550.0  2 123  11.1  968
1259      5755   3.1 549.8  2 122  11.1  968
1260      5758   3.1 549.6  2 122  11.1  969
1261      5762   3.1 549.4  2 122  11.2  969
1262      5765   3.1 549.2  2 121  11.2  970
1263      5768   3.1 548.9  2 121  11.3  970
1264      5771   3.0 548.7  2 120  11.3  971
1265      5774   3.0 548.5  2 120  11.3  971
1266      5777   3.0 548.3  2 120  11.4  972
1267      5780   3.0 548.1  2 119  11.4  972
1268      5783   3.0 547.9  2 119  11.4  972
1269      5786   2.9 547.7  2 119  11.5  973
1270      5789   2.9 547.5  2 119  11.5  973
1271      5792   2.9 547.3  2 118  11.5  974
1272      5795   2.9 547.1  2 118  11.6  974
1273      5798   2.9 546.9  2 118  11.6  975
1274      5801   2.9 546.7  2 118  11.6  975
1275      5804   2.9 546.5  2 118  11.7  975
1276      5807   2.8 546.3  2 117  11.7  976
1277      5810   2.8 546.1  2 117  11.7  976
1278      5812   2.8 545.9  2 117  11.7  977
1279      5815   2.8 545.7  2 117  11.7  977
1280      5818   2.8 545.5  2 117  11.7  977
1281      5821   2.8 545.3  2 117  11.7  978
1282      5824   2.8 545.1  2 117  11.8  978
1283      5827   2.8 544.9  2 117  11.8  979
1284      5830   2.9 544.7  2 117  11.8  979
1285      5833   2.9 544.5  2 117  11.8  979
1286      5836   2.9 544.3  2 117  11.8  980
1287      5839   2.9 544.1  2 117  11.8  980
1288      5842   2.9 543.9  2 117  11.8  981
1289      5845   2.9 543.7  2 117  11.8  981
1290      5848   2.9 543.5  2 117  11.8  981
1291      5852   2.9 543.3  2 117  11.7  982
1292      5855   2.9 543.1  2 117  11.7  982
1293      5858   2.9 542.9  2 117  11.7  983
1294      5861   2.8 542.7  2 117  11.7  983
1295      5864   2.8 542.5  2 117  11.7  984
1296      5867   2.8 542.3  2 117  11.7  984
1297      5870   2.8 542.1  2 117  11.7  984
1298      5873   2.8 541.9  2 117  11.7  985
1299      5876   2.8 541.7  2 117  11.6  985
1300      5879   2.8 541.4  2 117  11.6  986
1301      5882   2.7 541.2  2 117  11.6  986
1302      5885   2.7 541.0  2 117  11.6  987
1303      5888   2.7 540.8  2 117  11.6  987
1304      5891   2.7 540.6  2 117  11.6  987
1305      5894   2.7 540.4  2 117  11.5  988
1306      5897   2.6 540.3  2 117  11.5  988
1307      5900   2.6 540.1  2 117  11.5  989
1308      5903   2.6 539.8  2 117  11.5  989
1309      5906   2.6 539.6  2 117  11.4  990
1310      5909   2.6 539.4  2 117  11.4  990
1311      5913   2.5 539.2  2 117  11.4  991
1312      5916   2.5 539.0  2 117  11.4  991
1313      5919   2.5 538.8  2 117  11.4  991
1314      5922   2.5 538.6  2 117  11.3  992
1315      5925   2.5 538.4  2 117  11.3  992
1316      5928   2.4 538.2  2 117  11.3  993
1317      5931   2.4 538.0  2 117  11.3  993
1318      5934   2.4 537.8  2 117  11.2  994
1319      5938   2.4 537.5  2 117  11.2  994
1320      5941   2.4 537.3  2 117  11.2  995
1321      5944   2.4 537.1  2 117  11.2  995
1322      5947   2.3 536.9  2 117  11.1  995
1323      5950   2.3 536.7  2 117  11.1  996
1324      5953   2.3 536.5  2 117  11.1  996
1325      5956   2.3 536.3  2 117  11.1  997
1326      5960   2.2 536.1  2 117  11.0  997
1327      5963   2.2 535.9  2 117  11.0  998
1328      5966   2.2 535.7  2 117  11.0  998
1329      5969   2.2 535.4  2 117  11.0  998
1330      5972   2.2 535.2  2 117  10.9  999
1331      5975   2.2 535.0  2 116  10.9  999
1332      5979   2.1 534.8  2 116  10.9 1000
1333      5982   2.1 534.5  2 116  10.8 1000
1334      5986   2.1 534.3  2 116  10.8 1001
1335      5989   2.1 534.1  2 116  10.8 1001
1336      5993   2.1 533.9  2 116  10.8 1002
1337      5996   2.0 533.6  2 116  10.7 1002
1338      5999   2.0 533.4  2 116  10.7 1003
1339      6002   2.0 533.2  2 116  10.7 1003
1340      6005   2.0 533.0  2 115  10.7 1004
1341      6008   1.9 532.8  1 115  10.6 1004
1342      6011   1.9 532.6  1 115  10.6 1004
1343      6015   1.9 532.4  1 115  10.6 1005
1344      6018   1.9 532.2  1 115  10.6 1005
1345      6021   1.9 532.0  1 115  10.5 1006
1346      6024   1.9 531.8  1 115  10.5 1006
1347      6028   1.8 531.6  1 115  10.5 1007
1348      6031   1.8 531.3  1 114  10.5 1007
1349      6035   1.8 531.1  1 114  10.4 1008
1350      6038   1.7 530.9  1 114  10.4 1008
1351      6041   1.7 530.6  1 114  10.4 1009
1352      6044   1.7 530.4  1 114  10.4 1009
1353      6047   1.7 530.2  1 114  10.4 1010
1354      6051   1.7 530.0  1 114  10.3 1010
1355      6054   1.7 529.8  1 114  10.3 1010
1356      6058   1.6 529.6  1 114  10.3 1011
1357      6061   1.6 529.4  1 114  10.3 1011
1358      6064   1.6 529.1  1 113  10.3 1012
1359      6068   1.5 528.9  1 113  10.3 1012
1360      6071   1.5 528.7  1 113  10.3 1013
1361      6074   1.5 528.5  1 113  10.3 1013
1362      6078   1.5 528.2  1 113  10.2 1014
1363      6081   1.5 528.0  1 113  10.2 1014
1364      6085   1.4 527.8  1 113  10.2 1015
1365      6088   1.4 527.6  1 113  10.2 1015
1366      6092   1.4 527.3  1 113  10.2 1016
1367      6094   1.4 527.2  1 113  10.2 1016
1368      6098   1.3 527.0  1 113  10.2 1017
1369      6101   1.3 526.7  1 112  10.2 1017
1370      6104   1.3 526.5  1 112  10.2 1018
1371      6108   1.3 526.3  1 112  10.2 1018
1372      6111   1.2 526.0  1 112  10.3 1019
1373      6115   1.2 525.8  1 112  10.3 1019
1374      6119   1.2 525.6  1 112  10.3 1020
1375      6122   1.2 525.3  1 112  10.3 1020
1376      6125   1.1 525.1  1 112  10.3 1021
1377      6129   1.1 524.9  1 112  10.3 1021
1378      6132   1.1 524.7  1 112  10.3 1022
1379      6136   1.1 524.5  1 112  10.3 1022
1380      6139   1.1 524.2  1 112  10.3 1022
1381      6143   1.0 524.0  1 112  10.3 1023
1382      6146   1.0 523.8  1 112  10.3 1023
1383      6149   1.0 523.6  1 112  10.3 1024
1384      6153   0.9 523.3  1 112  10.4 1024
1385      6157   0.9 523.1  1 112  10.4 1025
1386      6161   0.9 522.8  1 112  10.4 1026
1387      6165   0.9 522.6  1 112  10.4 1026
1388      6168   0.8 522.3  1 112  10.4 1027
1389      6172   0.8 522.1  1 112  10.4 1027
1390      6175   0.8 521.9  1 112  10.4 1028
1391      6178   0.8 521.7  1 112  10.4 1028
1392      6182   0.8 521.5  1 112  10.4 1029
1393      6185   0.7 521.2  1 112  10.4 1029
1394      6189   0.7 521.0  1 112  10.4 1030
1395      6193   0.7 520.7  1 112  10.4 1030
1396      6196   0.7 520.5  1 112  10.4 1031
1397      6200   0.6 520.3  1 112  10.4 1031
1398      6203   0.6 520.1  1 112  10.4 1032
1399      6207   0.6 519.8  1 113  10.4 1032
1400      6210   0.6 519.6  1 113  10.4 1033
1401      6214   0.5 519.4  1 113  10.4 1033
1402      6217   0.5 519.2  1 113  10.5 1034
1403      6220   0.5 519.0  1 113  10.5 1034
1404      6224   0.5 518.7  1 113  10.5 1035
1405      6227   0.4 518.5  1 113  10.5 1035
1406      6231   0.4 518.3  1 113  10.5 1036
1407      6235   0.4 518.0  1 113  10.5 1036
1408      6238   0.4 517.8  1 113  10.4 1037
1409      6242   0.3 517.6  1 112  10.4 1037
1410      6245   0.3 517.3  1 112  10.4 1038
1411      6248   0.3 517.1  1 112  10.4 1038
1412      6252   0.3 516.9  1 112  10.4 1039
1413      6256   0.2 516.6  1 112  10.4 1039
1414      6260   0.2 516.4  1 112  10.4 1040
1415      6264   0.2 516.1  1 112  10.4 1040
1416      6267   0.2 515.9  1 112  10.4 1041
1417      6271   0.1 515.7  1 112  10.4 1041
1418      6275   0.1 515.4  1 112  10.3 1042
1419      6279   0.1 515.2  1 111  10.3 1042
1420      6283   0.1 514.9  2 111  10.3 1043
1421      6286   0.0 514.7  2 111  10.3 1043
1422      6290   0.0 514.5  2 111  10.3 1044
1423      6293  -0.0 514.2  2 111  10.2 1044
1424      6297  -0.0 514.0  2 111  10.2 1045
1425      6300  -0.0 513.8  2 110  10.2 1045
1426      6304  -0.1 513.6  2 110  10.2 1046
1427      6307  -0.1 513.3  2 110  10.2 1046
1428      6311  -0.1 513.1  2 110  10.1 1047
1429      6315  -0.1 512.9  2 110  10.1 1048
1430      6318  -0.2 512.7  2 110  10.1 1048
1431      6321  -0.2 512.4  2 109  10.1 1048
1432      6325  -0.2 512.2  2 109  10.1 1049
1433      6328  -0.2 512.0  2 109  10.1 1049
1434      6331  -0.2 511.8  2 109  10.1 1050
1435      6335  -0.3 511.6  2 109  10.1 1050
1436      6339  -0.3 511.3  2 108  10.0 1051
1437      6342  -0.3 511.1  2 108  10.0 1051
1438      6346  -0.3 510.9  2 108  10.0 1052
1439      6349  -0.4 510.6  2 108  10.0 1052
1440      6353  -0.4 510.4  2 108  10.0 1053
1441      6356  -0.4 510.2  2 108  10.0 1053
1442      6360  -0.4 510.0  2 107  10.0 1054
1443      6364  -0.5 509.7  2 107  10.0 1054
1444      6367  -0.5 509.5  2 107  10.0 1055
1445      6370  -0.5 509.3  2 107  10.0 1055
1446      6374  -0.5 509.1  2 107  10.0 1056
1447      6378  -0.6 508.8  2 107  10.0 1056
1448      6382  -0.6 508.6  2 107  10.0 1057
1449      6386  -0.6 508.3  2 106  10.0 1058
1450      6389  -0.6 508.1  2 106  10.0 1058
1451      6393  -0.7 507.9  2 106  10.0 1059
1452      6396  -0.7 507.7  2 106  10.0 1059
1453      6400  -0.7 507.4  2 106  10.0 1060
1454      6403  -0.8 507.2  2 106  10.0 1060
1455      6407  -0.8 507.0  2 106  10.0 1061
1456      6411  -0.8 506.7  2 106  10.0 1061
1457      6414  -0.8 506.5  2 106  10.0 1062
1458      6418  -0.9 506.3  2 105  10.0 1062
1459      6421  -0.9 506.1  2 105  10.0 1063
1460      6425  -0.9 505.9  2 105  10.0 1063
1461      6428  -1.0 505.6  2 105  10.0 1064
1462      6431  -1.0 505.4  2 105  10.0 1064
1463      6435  -1.0 505.2  2 105  10.0 1065
1464      6439  -1.0 505.0  2 105  10.0 1065
1465      6442  -1.1 504.7  2 105  10.0 1066
1466      6445  -1.1 504.5  2 104  10.0 1066
1467      6449  -1.1 504.3  2 104  10.0 1067
1468      6453  -1.1 504.1  2 104  10.0 1067
1469      6457  -1.2 503.8  2 104  10.0 1068
1470      6460  -1.2 503.6  2 104  10.0 1068
1471      6464  -1.2 503.3  2 103  10.0 1069
1472      6468  -1.3 503.1  2 103  10.0 1069
1473      6472  -1.3 502.9  2 103  10.0 1070
1474      6475  -1.3 502.6  2 103  10.0 1070
1475      6479  -1.4 502.4  2 103  10.0 1071
1476      6483  -1.4 502.2  2 102  10.0 1071
1477      6486  -1.4 502.0  2 102  10.0 1072
1478      6490  -1.4 501.7  2 102  10.0 1072
1479      6493  -1.5 501.5  2 102  10.0 1073
1480      6497  -1.5 501.3  2 101  10.0 1074
1481      6501  -1.5 501.0  2 101  10.0 1074
1482      6505  -1.6 500.8  2 101  10.0 1075
1483      6508  -1.6 500.6  2 101  10.0 1075
1484      6511  -1.6 500.4  2 101  10.0 1076
1485      6515  -1.6 500.2  2 100  10.1 1076
1486      6518  -1.7 499.9  2 100  10.1 1077
1487      6522  -1.7 499.7  2 100  10.1 1077
1488      6525  -1.7 499.5  2 100  10.1 1078
1489      6529  -1.8 499.3  2  99  10.1 1078
1490      6533  -1.8 499.0  2  99  10.2 1079
1491      6536  -1.8 498.8  2  99  10.2 1079
1492      6540  -1.8 498.6  2  99  10.2 1080
1493      6544  -1.8 498.3  1  99  10.2 1080
1494      6548  -1.9 498.1  1  98  10.3 1081
1495      6551  -1.9 497.9  2  98  10.3 1081
1496      6555  -1.9 497.6  2  98  10.3 1082
1497      6558  -2.0 497.4  2  98  10.4 1082
1498      6562  -2.0 497.2  2  98  10.4 1083
1499      6565  -2.0 497.0  2  97  10.4 1083
1500      6569  -2.1 496.8  2  97  10.5 1084
1501      6572  -2.1 496.5  2  97  10.5 1084
1502      6576  -2.1 496.3  2  97  10.5 1085
1503      6580  -2.2 496.1  2  97  10.6 1085
1504      6583  -2.2 495.9  2  96  10.6 1086
1505      6586  -2.2 495.7  2  96  10.6 1086
1506      6590  -2.3 495.4  2  96  10.7 1087
1507      6593  -2.3 495.2  2  96  10.7 1087
1508      6597  -2.3 495.0  2  96  10.8 1088
1509      6600  -2.3 494.8  2  95  10.8 1088
1510      6604  -2.4 494.6  2  95  10.8 1089
1511      6607  -2.4 494.4  2  95  10.9 1089
1512      6611  -2.4 494.1  2  95  10.9 1090
1513      6614  -2.4 493.9  2  94  11.0 1090
1514      6617  -2.5 493.7  2  94  11.0 1091
1515      6621  -2.5 493.5  2  94  11.0 1091
1516      6624  -2.5 493.3  2  94  11.1 1092
1517      6627  -2.6 493.1  2  94  11.1 1092
1518      6631  -2.6 492.9  2  93  11.1 1093
1519      6634  -2.6 492.7  2  93  11.1 1093
1520      6638  -2.6 492.4  2  93  11.2 1094
1521      6641  -2.7 492.2  2  93  11.2 1094
1522      6645  -2.7 492.0  2  93  11.2 1095
1523      6648  -2.7 491.8  2  92  11.2 1095
1524      6652  -2.7 491.6  2  92  11.3 1096
1525      6655  -2.7 491.4  2  92  11.3 1096
1526      6659  -2.8 491.2  2  92  11.3 1097
1527      6662  -2.8 490.9  2  91  11.3 1097
1528      6666  -2.8 490.7  2  91  11.3 1098
1529      6669  -2.8 490.5  2  91  11.3 1098
1530      6673  -2.9 490.3  2  91  11.4 1099
1531      6676  -2.9 490.1  2  91  11.4 1099
1532      6680  -2.9 489.8  2  90  11.4 1100
1533      6684  -2.9 489.6  2  90  11.4 1100
1534      6688  -2.9 489.4  2  90  11.4 1101
1535      6691  -2.9 489.1  2  90  11.4 1101
1536      6695  -2.9 488.9  2  89  11.4 1102
1537      6698  -2.9 488.7  2  89  11.4 1102
1538      6701  -2.9 488.5  2  89  11.4 1103
1539      6705  -3.0 488.3  2  89  11.4 1103
1540      6708  -3.0 488.1  2  88  11.4 1104
1541      6712  -3.0 487.9  2  88  11.4 1104
1542      6715  -3.1 487.7  2  88  11.5 1105
1543      6719  -3.1 487.4  2  88  11.5 1105
1544      6722  -3.1 487.2  2  87  11.5 1106
1545      6725  -3.1 487.0  2  87  11.5 1106
1546      6729  -3.1 486.8  2  87  11.5 1107
1547      6732  -3.2 486.6  2  87  11.5 1107
1548      6736  -3.2 486.4  2  87  11.5 1108
1549      6739  -3.2 486.2  2  86  11.5 1108
1550      6743  -3.2 485.9  2  86  11.5 1109
1551      6747  -3.3 485.7  2  86  11.5 1109
1552      6750  -3.3 485.5  2  86  11.5 1110
1553      6753  -3.3 485.3  2  86  11.5 1110
1554      6756  -3.3 485.1  2  86  11.5 1111
1555      6760  -3.4 484.9  2  86  11.5 1111
1556      6763  -3.4 484.7  2  86  11.5 1112
1557      6767  -3.4 484.5  2  86  11.5 1112
1558      6770  -3.4 484.3  2  86  11.5 1113
1559      6774  -3.5 484.1  2  86  11.5 1113
1560      6777  -3.5 483.9  2  86  11.5 1114
1561      6780  -3.6 483.6  2  86  11.5 1114
1562      6784  -3.6 483.4  2  86  11.5 1115
1563      6787  -3.6 483.2  2  86  11.5 1115
1564      6791  -3.6 483.0  2  86  11.5 1116
1565      6794  -3.7 482.8  2  86  11.5 1116
1566      6797  -3.7 482.6  2  86  11.5 1116
1567      6800  -3.7 482.5  2  86  11.5 1117
1568      6802  -3.7 482.3  2  86  11.5 1117
1569      6806  -3.8 482.1  2  86  11.4 1118
1570      6809  -3.8 481.9  2  86  11.4 1118
1571      6812  -3.8 481.7  2  86  11.4 1119
1572      6816  -3.9 481.5  2  86  11.4 1119
1573      6819  -3.9 481.3  2  87  11.4 1120
1574      6822  -3.9 481.1  2  87  11.3 1120
1575      6825  -3.9 480.9  2  87  11.3 1120
1576      6828  -4.0 480.7  2  87  11.3 1121
1577      6831  -4.0 480.5  2  87  11.3 1121
1578      6835  -4.0 480.3  2  87  11.3 1122
1579      6839  -4.0 480.1  2  87  11.2 1122
1580      6843  -4.1 479.8  2  87  11.2 1123
1581      6846  -4.1 479.6  2  88  11.2 1123
1582      6849  -4.1 479.5  2  88  11.2 1124
1583      6852  -4.2 479.3  2  88  11.1 1124
1584      6856  -4.2 479.0  2  88  11.1 1125
1585      6860  -4.2 478.8  2  88  11.1 1125
1586      6864  -4.2 478.6  2  88  11.1 1126
1587      6867  -4.3 478.4  2  89  11.0 1126
1588      6871  -4.3 478.1  2  89  11.0 1127
1589      6874  -4.3 477.9  2  89  11.0 1127
1590      6878  -4.3 477.7  2  89  11.0 1128
1591      6881  -4.4 477.5  2  89  10.9 1128
1592      6885  -4.4 477.3  2  90  10.9 1129
1593      6888  -4.4 477.1  2  90  10.9 1129
1594      6891  -4.5 476.9  2  90  10.8 1130
1595      6895  -4.5 476.7  2  90  10.8 1130
1596      6898  -4.5 476.5  2  90  10.8 1131
1597      6902  -4.5 476.3  2  91  10.7 1131
1598      6905  -4.6 476.0  2  91  10.7 1132
1599      6909  -4.6 475.8  2  91  10.7 1132
1600      6912  -4.6 475.6  2  92  10.7 1133
1601      6916  -4.7 475.4  2  92  10.6 1133
1602      6919  -4.7 475.2  2  92  10.6 1134
1603      6922  -4.7 475.0  2  92  10.6 1134
1604      6925  -4.7 474.8  2  93  10.5 1135
1605      6929  -4.8 474.6  2  93  10.5 1135
1606      6932  -4.8 474.4  2  93  10.5 1136
1607      6936  -4.8 474.2  2  93  10.4 1136
1608      6939  -4.9 474.0  2  94  10.4 1137
1609      6943  -4.9 473.8  2  94  10.4 1137
1610      6946  -4.9 473.6  2  94  10.3 1138
1611      6950  -4.9 473.4  2  94  10.3 1138
1612      6953  -5.0 473.2  2  95  10.3 1139
1613      6956  -5.0 473.0  2  95  10.2 1139
1614      6959  -5.0 472.8  2  95  10.2 1140
1615      6963  -5.0 472.6  2  95  10.2 1140
1616      6966  -5.0 472.4  2  96  10.1 1141
1617      6969  -5.1 472.2  2  96  10.1 1141
1618      6973  -5.1 472.0  2  96  10.1 1142
1619      6976  -5.1 471.8  2  96  10.0 1142
1620      6979  -5.1 471.6  2  96  10.0 1143
1621      6983  -5.1 471.4  2  97  10.0 1143
1622      6986  -5.2 471.2  2  97  10.0 1144
1623      6990  -5.2 470.9  2  97   9.9 1144
1624      6994  -5.2 470.7  2  97   9.9 1145
1625      6997  -5.2 470.5  2  97   9.9 1145
1626      7000  -5.2 470.3  2  97   9.8 1145
1627      7003  -5.3 470.2  2  97   9.8 1146
1628      7006  -5.3 470.0  2  97   9.7 1146
1629      7010  -5.3 469.7  2  97   9.7 1147
1630      7014  -5.4 469.5  2  97   9.7 1147
1631      7017  -5.4 469.3  2  98   9.6 1148
1632      7021  -5.4 469.1  1  98   9.6 1148
1633      7024  -5.4 468.9  1  98   9.6 1149
1634      7027  -5.4 468.7  1  98   9.5 1149
1635      7030  -5.5 468.5  1  98   9.5 1150
1636      7033  -5.5 468.3  1  98   9.4 1150
1637      7037  -5.5 468.1  1  98   9.4 1151
1638      7040  -5.5 468.0  1  98   9.3 1151
1639      7043  -5.6 467.8  1  98   9.2 1152
1640      7047  -5.6 467.6  1  98   9.2 1152
1641      7050  -5.6 467.3  1  98   9.1 1153
1642      7054  -5.6 467.1  1  98   9.1 1153
1643      7057  -5.6 466.9  1  98   9.0 1154
1644      7061  -5.6 466.7  2  98   9.0 1154
1645      7064  -5.6 466.5  2  98   8.9 1155
1646      7068  -5.7 466.3  2  98   8.9 1155
1647      7071  -5.7 466.1  2  98   8.8 1156
1648      7075  -5.7 465.9  2  98   8.8 1156
1649      7078  -5.7 465.7  2  98   8.7 1157
1650      7082  -5.8 465.5  2  98   8.7 1157
1651      7085  -5.8 465.3  2  98   8.6 1158
1652      7088  -5.8 465.1  2  98   8.6 1158
1653      7092  -5.8 464.9  2  98   8.5 1159
1654      7095  -5.9 464.7  2  98   8.4 1159
1655      7098  -5.9 464.5  2  99   8.4 1159
1656      7102  -5.9 464.3  2  99   8.3 1160
1657      7105  -5.9 464.1  2  99   8.3 1160
1658      7108  -6.0 463.9  2  99   8.2 1161
1659      7112  -6.0 463.7  2  99   8.2 1161
1660      7115  -6.0 463.5  2  99   8.1 1162
1661      7118  -6.1 463.3  2  99   8.1 1162
1662      7121  -6.1 463.1  2  99   8.0 1163
1663      7125  -6.1 462.9  2  99   8.0 1163
1664      7129  -6.1 462.6  2  99   7.9 1164
1665      7133  -6.2 462.4  2  99   7.8 1164
1666      7136  -6.2 462.2  2  99   7.8 1165
1667      7140  -6.2 462.0  2  99   7.7 1166
1668      7144  -6.3 461.8  2  99   7.7 1166
1669      7147  -6.3 461.6  2  99   7.6 1167
1670      7151  -6.4 461.4  2  99   7.5 1167
1671      7154  -6.4 461.2  2  99   7.5 1167
1672      7157  -6.4 461.0  2  99   7.4 1168
1673      7160  -6.4 460.8  2  99   7.4 1168
1674      7163  -6.5 460.6  2  99   7.3 1169
1675      7167  -6.5 460.4  2  98   7.2 1169
1676      7170  -6.5 460.2  2  98   7.2 1170
1677      7174  -6.5 460.0  2  98   7.1 1170
1678      7178  -6.6 459.8  2  98   7.0 1171
1679      7181  -6.6 459.6  2  97   7.0 1171
1680      7185  -6.6 459.4  2  97   6.9 1172
1681      7188  -6.6 459.2  2  97   6.9 1172
1682      7191  -6.7 459.0  2  97   6.8 1173
1683      7195  -6.7 458.8  2  96   6.8 1173
1684      7199  -6.7 458.5  2  96   6.8 1174
1685      7202  -6.7 458.3  2  96   6.7 1174
1686      7206  -6.8 458.1  2  96   6.7 1175
1687      7209  -6.8 457.9  2  95   6.6 1175
1688      7212  -6.8 457.7  2  95   6.6 1176
1689      7216  -6.8 457.5  2  95   6.6 1176
1690      7219  -6.9 457.4  2  95   6.6 1177
1691      7222  -6.9 457.1  2  95   6.6 1177
