
    Sonde serial number                          	M4643053
    Sonde type                                   	RS92-SGP
    Release point longitude                      	73.83�E
    Release point latitude                       	19.90�N
    Release point height from sea level          	1151 m
    Balloon release date and time                	2022-03-28T14:31:19

   n HeightMSL  Temp     P RH Dir Speed  MRI
             m    �C    mb  %   �   m/s     
3595     14172 -59.6 168.7  6  86   5.7 2196
3596     14175 -59.6 168.6  6  86   5.7 2197
3597     14179 -59.6 168.5  6  86   5.8 2197
3598     14183 -59.7 168.4  6  86   5.8 2198
3599     14187 -59.7 168.3  6  86   5.8 2198
3600     14191 -59.7 168.2  6  86   5.8 2199
3601     14195 -59.8 168.1  6  86   5.9 2200
3602     14199 -59.8 168.0  6  86   5.9 2200
3603     14203 -59.9 167.8  6  86   5.9 2201
3604     14207 -59.9 167.7  6  86   6.0 2201
3605     14211 -59.9 167.6  6  86   6.0 2202
3606     14215 -60.0 167.5  6  86   6.0 2203
3607     14218 -60.0 167.4  6  86   6.1 2203
3608     14222 -60.0 167.3  6  86   6.1 2204
3609     14226 -60.1 167.2  6  86   6.1 2204
3610     14229 -60.1 167.1  6  86   6.2 2205
3611     14233 -60.1 167.0  6  86   6.2 2205
3612     14237 -60.2 166.9  6  86   6.2 2206
3613     14241 -60.2 166.8  6  86   6.3 2206
3614     14244 -60.2 166.7  7  86   6.3 2207
3615     14248 -60.3 166.6  7  86   6.3 2208
3616     14252 -60.3 166.5  7  86   6.4 2208
3617     14256 -60.3 166.4  7  86   6.4 2209
3618     14259 -60.4 166.3  7  86   6.4 2209
3619     14263 -60.4 166.2  7  86   6.5 2210
3620     14267 -60.4 166.1  7  85   6.5 2210
3621     14271 -60.5 166.0  7  85   6.5 2211
3622     14275 -60.5 165.9  7  85   6.6 2212
3623     14278 -60.6 165.8  7  85   6.6 2212
3624     14282 -60.6 165.7  7  85   6.6 2213
3625     14286 -60.6 165.6  7  85   6.7 2213
3626     14290 -60.7 165.5  7  85   6.7 2214
3627     14294 -60.7 165.4  7  85   6.8 2214
3628     14298 -60.8 165.3  7  85   6.8 2215
3629     14302 -60.8 165.2  7  85   6.8 2216
3630     14306 -60.9 165.1  7  85   6.9 2216
3631     14309 -60.9 165.0  7  85   6.9 2217
3632     14313 -60.9 164.9  7  85   7.0 2217
3633     14317 -60.9 164.8  7  85   7.0 2218
3634     14321 -60.9 164.7  7  85   7.1 2218
3635     14324 -60.9 164.6  7  85   7.1 2219
3636     14328 -61.0 164.5  7  85   7.1 2220
3637     14332 -61.0 164.4  7  86   7.2 2220
3638     14336 -61.1 164.3  7  86   7.2 2221
3639     14340 -61.1 164.2  8  86   7.3 2221
3640     14343 -61.2 164.1  8  86   7.3 2222
3641     14347 -61.2 164.0  8  86   7.3 2222
3642     14350 -61.3 163.9  8  86   7.4 2223
3643     14354 -61.3 163.8  8  87   7.4 2223
3644     14358 -61.4 163.7  8  87   7.4 2224
3645     14362 -61.4 163.6  8  87   7.4 2225
3646     14365 -61.4 163.5  8  87   7.4 2225
3647     14369 -61.4 163.4  8  88   7.5 2226
3648     14372 -61.4 163.3  8  88   7.5 2226
3649     14376 -61.4 163.2  8  88   7.5 2227
3650     14379 -61.5 163.2  8  88   7.5 2227
3651     14383 -61.5 163.1  8  89   7.5 2228
3652     14386 -61.6 163.0  8  89   7.5 2228
3653     14390 -61.6 162.9  8  89   7.5 2229
3654     14393 -61.6 162.8  9  90   7.4 2229
3655     14397 -61.6 162.7  9  90   7.4 2230
3656     14401 -61.6 162.6  9  90   7.4 2230
3657     14404 -61.6 162.5  9  90   7.4 2231
3658     14408 -61.6 162.4  9  91   7.4 2232
3659     14412 -61.6 162.3  9  91   7.3 2232
3660     14416 -61.7 162.2  9  91   7.3 2233
3661     14419 -61.7 162.1  9  91   7.3 2233
3662     14423 -61.7 162.0  9  92   7.2 2234
3663     14426 -61.7 161.9  9  92   7.2 2234
3664     14430 -61.8 161.8  9  92   7.2 2235
3665     14433 -61.8 161.7  9  92   7.1 2235
3666     14436 -61.8 161.7  9  92   7.1 2236
3667     14440 -61.8 161.6  9  92   7.1 2236
3668     14443 -61.8 161.5  9  93   7.1 2237
3669     14447 -61.9 161.4  9  93   7.0 2237
3670     14451 -61.9 161.3  9  93   7.0 2238
3671     14454 -61.9 161.2 10  93   7.0 2238
3672     14458 -62.0 161.1 10  93   6.9 2239
3673     14462 -62.0 161.0 10  93   6.9 2239
3674     14465 -62.0 160.9 10  93   6.9 2240
3675     14469 -62.0 160.8 10  93   6.8 2241
3676     14472 -62.1 160.7 10  93   6.8 2241
3677     14476 -62.1 160.6 10  93   6.8 2242
3678     14480 -62.1 160.5 10  93   6.8 2242
3679     14483 -62.2 160.4 10  93   6.7 2243
3680     14487 -62.2 160.3 10  93   6.7 2243
3681     14491 -62.2 160.2 10  92   6.7 2244
3682     14495 -62.2 160.1 10  92   6.7 2244
3683     14498 -62.3 160.0 10  92   6.6 2245
3684     14502 -62.3 160.0 10  92   6.6 2246
3685     14506 -62.3 159.9 10  92   6.6 2246
3686     14510 -62.3 159.7 10  91   6.6 2247
3687     14514 -62.3 159.6 10  91   6.6 2247
3688     14517 -62.4 159.6 10  91   6.5 2248
3689     14521 -62.4 159.5 10  91   6.5 2248
3690     14524 -62.4 159.4 10  90   6.5 2249
3691     14528 -62.4 159.3 10  90   6.5 2249
3692     14532 -62.5 159.2 10  90   6.4 2250
3693     14536 -62.5 159.1 10  90   6.4 2251
3694     14540 -62.5 159.0 10  90   6.4 2251
3695     14543 -62.5 158.9 10  89   6.4 2252
3696     14547 -62.5 158.8 10  89   6.4 2252
3697     14551 -62.6 158.7 10  89   6.3 2253
3698     14555 -62.6 158.6 10  89   6.3 2253
3699     14558 -62.6 158.5 10  89   6.3 2254
3700     14562 -62.7 158.4 10  89   6.3 2254
3701     14565 -62.7 158.3 11  89   6.2 2255
3702     14569 -62.7 158.2 11  89   6.2 2256
3703     14573 -62.8 158.1 11  89   6.2 2256
3704     14577 -62.8 158.0 11  89   6.1 2257
3705     14581 -62.8 157.9 11  89   6.1 2257
3706     14585 -62.8 157.8 11  89   6.1 2258
3707     14588 -62.8 157.7 11  89   6.1 2258
3708     14592 -62.9 157.6 11  89   6.0 2259
3709     14596 -62.9 157.5 11  89   6.0 2260
3710     14599 -62.9 157.4 11  90   6.0 2260
3711     14603 -62.9 157.3 11  90   5.9 2261
3712     14607 -62.9 157.2 11  90   5.9 2261
3713     14611 -62.9 157.1 11  90   5.9 2262
3714     14615 -62.9 157.0 11  90   5.8 2262
3715     14619 -63.0 156.9 11  90   5.8 2263
3716     14623 -63.0 156.8 11  90   5.8 2264
3717     14626 -63.1 156.7 11  90   5.7 2264
3718     14630 -63.1 156.7 11  90   5.7 2265
3719     14634 -63.2 156.6 11  90   5.7 2265
3720     14637 -63.2 156.5 11  90   5.6 2266
3721     14641 -63.2 156.4 11  90   5.6 2266
3722     14645 -63.2 156.3 11  90   5.6 2267
3723     14649 -63.3 156.2 11  90   5.5 2267
3724     14652 -63.3 156.1 11  90   5.5 2268
3725     14656 -63.3 156.0 11  90   5.5 2269
3726     14660 -63.4 155.9 11  90   5.5 2269
3727     14664 -63.4 155.8 11  90   5.5 2270
3728     14668 -63.4 155.7 11  89   5.5 2270
3729     14672 -63.5 155.6 11  89   5.4 2271
3730     14675 -63.5 155.5 11  89   5.4 2271
3731     14679 -63.6 155.4 11  88   5.4 2272
3732     14683 -63.6 155.3 11  88   5.4 2273
3733     14687 -63.6 155.2 11  88   5.4 2273
3734     14691 -63.6 155.1 11  87   5.4 2274
3735     14695 -63.6 155.0 11  87   5.4 2274
3736     14699 -63.7 154.9 12  87   5.4 2275
3737     14702 -63.7 154.8 12  86   5.5 2275
3738     14706 -63.7 154.7 12  86   5.5 2276
3739     14710 -63.7 154.6 12  85   5.5 2277
3740     14714 -63.7 154.5 12  85   5.5 2277
3741     14718 -63.7 154.4 12  85   5.5 2278
3742     14721 -63.7 154.3 12  84   5.6 2278
3743     14725 -63.7 154.2 12  84   5.6 2279
3744     14729 -63.8 154.1 12  83   5.6 2279
3745     14733 -63.8 154.1 12  83   5.6 2280
3746     14737 -63.9 153.9 12  82   5.7 2281
3747     14741 -63.9 153.8 12  82   5.7 2281
3748     14745 -63.9 153.7 12  81   5.8 2282
3749     14749 -63.9 153.6 12  81   5.8 2282
3750     14753 -64.0 153.6 12  81   5.8 2283
3751     14757 -64.0 153.5 12  80   5.9 2284
3752     14761 -64.0 153.4 12  80   5.9 2284
3753     14765 -64.1 153.3 12  79   5.9 2285
3754     14769 -64.1 153.2 12  79   6.0 2285
3755     14773 -64.1 153.1 12  78   6.0 2286
3756     14776 -64.2 153.0 12  78   6.1 2287
3757     14780 -64.2 152.9 12  77   6.1 2287
3758     14784 -64.3 152.8 12  77   6.2 2288
3759     14789 -64.3 152.7 12  76   6.2 2288
3760     14793 -64.3 152.6 13  76   6.2 2289
3761     14796 -64.3 152.5 13  75   6.3 2290
3762     14800 -64.4 152.4 13  74   6.3 2290
3763     14803 -64.4 152.3 13  74   6.4 2291
3764     14807 -64.4 152.2 13  73   6.4 2291
3765     14811 -64.5 152.1 13  73   6.5 2292
3766     14814 -64.5 152.0 13  72   6.5 2292
3767     14818 -64.5 151.9 13  71   6.6 2293
3768     14822 -64.5 151.8 13  70   6.6 2293
3769     14825 -64.6 151.7 13  70   6.7 2294
3770     14829 -64.6 151.6 13  69   6.8 2294
3771     14833 -64.7 151.5 13  68   6.8 2295
3772     14837 -64.7 151.4 13  67   6.9 2296
3773     14841 -64.7 151.4 13  67   6.9 2296
3774     14845 -64.8 151.3 13  66   7.0 2297
3775     14848 -64.8 151.2 13  65   7.1 2297
3776     14851 -64.8 151.1 13  65   7.1 2298
3777     14855 -64.8 151.0 13  64   7.2 2298
3778     14859 -64.8 150.9 13  63   7.2 2299
3779     14863 -64.9 150.8 13  63   7.3 2300
3780     14867 -64.9 150.7 13  62   7.4 2300
3781     14871 -64.9 150.6 14  62   7.4 2301
3782     14875 -65.0 150.5 14  61   7.5 2301
3783     14879 -65.0 150.4 14  61   7.6 2302
3784     14883 -65.0 150.3 14  60   7.6 2303
3785     14887 -65.0 150.2 14  60   7.7 2303
3786     14890 -65.0 150.1 14  60   7.7 2304
3787     14894 -65.0 150.0 14  60   7.8 2304
3788     14898 -65.1 150.0 14  59   7.8 2305
3789     14901 -65.1 149.9 14  59   7.9 2305
3790     14905 -65.1 149.8 14  59   7.9 2306
3791     14909 -65.2 149.7 14  59   8.0 2306
3792     14913 -65.2 149.6 14  59   8.0 2307
3793     14917 -65.2 149.5 14  58   8.1 2308
3794     14921 -65.2 149.4 14  58   8.2 2308
3795     14925 -65.2 149.3 14  58   8.2 2309
3796     14929 -65.2 149.2 14  58   8.3 2309
3797     14932 -65.2 149.1 14  58   8.3 2310
3798     14936 -65.3 149.0 14  58   8.4 2310
3799     14940 -65.3 148.9 14  59   8.4 2311
3800     14944 -65.3 148.8 14  59   8.5 2312
3801     14948 -65.4 148.7 14  59   8.5 2312
3802     14952 -65.4 148.6 14  59   8.6 2313
3803     14956 -65.4 148.5 14  59   8.6 2313
3804     14960 -65.4 148.4 14  59   8.6 2314
3805     14963 -65.5 148.3 14  59   8.7 2315
3806     14967 -65.5 148.2 14  59   8.7 2315
3807     14971 -65.5 148.1 14  59   8.7 2316
3808     14975 -65.5 148.1 14  59   8.8 2316
3809     14979 -65.5 148.0 14  60   8.8 2317
3810     14983 -65.5 147.9 14  60   8.8 2317
3811     14987 -65.5 147.8 14  60   8.9 2318
3812     14991 -65.6 147.7 14  60   8.9 2319
3813     14995 -65.6 147.6 14  60   8.9 2319
3814     14999 -65.6 147.5 14  60   8.9 2320
3815     15003 -65.7 147.4 14  60   9.0 2320
3816     15007 -65.7 147.3 14  61   9.0 2321
3817     15011 -65.7 147.2 14  61   9.0 2322
3818     15015 -65.7 147.1 14  61   9.0 2322
3819     15019 -65.8 147.0 14  61   9.0 2323
3820     15023 -65.8 146.9 15  61   9.0 2323
3821     15027 -65.8 146.8 15  61   9.0 2324
3822     15031 -65.8 146.7 15  62   9.0 2325
3823     15035 -65.9 146.6 15  62   9.0 2325
3824     15040 -65.9 146.5 15  62   9.0 2326
3825     15044 -65.9 146.4 15  62   9.0 2327
3826     15048 -66.0 146.3 15  63   9.0 2327
3827     15052 -66.0 146.2 15  63   9.0 2328
3828     15055 -66.0 146.1 15  63   9.0 2328
3829     15059 -66.0 146.0 15  63   9.0 2329
3830     15063 -66.0 145.9 15  64   9.0 2329
3831     15067 -66.0 145.8 14  64   9.0 2330
3832     15071 -66.1 145.7 14  64   9.0 2331
3833     15075 -66.1 145.6 14  64   9.0 2331
3834     15079 -66.1 145.5 14  65   9.0 2332
3835     15083 -66.1 145.5 14  65   9.0 2332
3836     15087 -66.2 145.4 14  65   8.9 2333
3837     15091 -66.2 145.3 14  65   8.9 2334
3838     15095 -66.2 145.2 14  66   8.9 2334
3839     15099 -66.2 145.1 14  66   8.9 2335
3840     15104 -66.2 145.0 14  66   8.9 2335
3841     15108 -66.2 144.9 14  66   8.9 2336
3842     15112 -66.2 144.8 14  66   8.9 2337
3843     15116 -66.2 144.7 14  66   8.9 2337
3844     15120 -66.2 144.6 14  67   8.9 2338
3845     15124 -66.2 144.5 14  67   8.8 2338
3846     15128 -66.3 144.4 14  67   8.8 2339
3847     15132 -66.3 144.3 13  67   8.8 2340
3848     15136 -66.3 144.2 13  67   8.8 2340
3849     15140 -66.3 144.1 13  67   8.8 2341
3850     15143 -66.3 144.0 13  67   8.8 2341
3851     15147 -66.3 143.9 13  67   8.8 2342
3852     15151 -66.3 143.8 13  67   8.8 2342
3853     15155 -66.3 143.7 13  67   8.8 2343
3854     15159 -66.3 143.6 13  67   8.8 2344
3855     15164 -66.3 143.5 12  67   8.8 2344
3856     15168 -66.3 143.4 12  67   8.8 2345
3857     15172 -66.3 143.3 12  67   8.9 2346
3858     15175 -66.3 143.2 12  67   8.9 2346
3859     15179 -66.3 143.2 12  67   8.9 2347
3860     15183 -66.3 143.1 12  66   8.9 2347
3861     15186 -66.3 143.0 12  66   9.0 2348
3862     15191 -66.3 142.9 12  66   9.0 2348
3863     15195 -66.4 142.8 12  66   9.1 2349
3864     15199 -66.4 142.7 12  66   9.1 2350
3865     15203 -66.4 142.6 12  66   9.1 2350
3866     15207 -66.4 142.5 11  66   9.2 2351
3867     15211 -66.4 142.4 11  66   9.2 2351
3868     15216 -66.4 142.3 11  65   9.3 2352
3869     15220 -66.4 142.2 11  65   9.4 2353
3870     15223 -66.4 142.1 11  65   9.4 2353
3871     15227 -66.5 142.0 11  65   9.5 2354
3872     15232 -66.5 141.9 11  65   9.5 2355
3873     15236 -66.5 141.8 11  65   9.6 2355
3874     15240 -66.5 141.7 11  65   9.6 2356
3875     15244 -66.6 141.6 11  65   9.7 2356
3876     15248 -66.6 141.5 11  65   9.7 2357
3877     15252 -66.6 141.4 11  65   9.8 2358
3878     15256 -66.7 141.4 11  65   9.8 2358
3879     15260 -66.7 141.3 11  65   9.9 2359
3880     15264 -66.7 141.2 11  66   9.9 2359
3881     15267 -66.7 141.1 11  66  10.0 2360
3882     15271 -66.8 141.0 11  66  10.0 2360
3883     15276 -66.8 140.9 11  66  10.0 2361
3884     15280 -66.8 140.8 11  66  10.1 2362
3885     15284 -66.9 140.7 11  66  10.1 2362
3886     15288 -66.9 140.6 11  66  10.1 2363
3887     15292 -67.0 140.5 11  66  10.2 2364
3888     15296 -67.0 140.4 11  67  10.2 2364
3889     15300 -67.0 140.3 11  67  10.2 2365
3890     15304 -67.0 140.2 11  67  10.2 2365
3891     15308 -67.1 140.1 11  67  10.2 2366
3892     15312 -67.2 140.0 11  67  10.2 2367
3893     15316 -67.2 139.9 11  67  10.2 2367
3894     15321 -67.3 139.8 12  67  10.2 2368
3895     15325 -67.3 139.8 12  68  10.2 2368
3896     15328 -67.3 139.7 12  68  10.2 2369
3897     15332 -67.3 139.6 12  68  10.2 2370
3898     15336 -67.3 139.5 12  68  10.2 2370
3899     15340 -67.3 139.4 12  68  10.2 2371
3900     15344 -67.4 139.3 12  68  10.1 2371
3901     15348 -67.4 139.2 12  68  10.1 2372
3902     15352 -67.4 139.1 12  68  10.1 2373
3903     15356 -67.4 139.0 12  68  10.0 2373
3904     15360 -67.4 138.9 12  68  10.0 2374
3905     15364 -67.4 138.8 12  68  10.0 2374
3906     15368 -67.4 138.7 12  68   9.9 2375
3907     15372 -67.5 138.7 12  68   9.9 2376
3908     15375 -67.5 138.6 12  68   9.8 2376
3909     15379 -67.5 138.5 12  68   9.8 2377
3910     15383 -67.6 138.4 12  68   9.7 2377
3911     15387 -67.6 138.3 12  68   9.7 2378
3912     15391 -67.6 138.2 13  68   9.6 2378
3913     15395 -67.6 138.1 13  68   9.6 2379
3914     15399 -67.6 138.0 13  68   9.5 2380
3915     15403 -67.7 138.0 13  68   9.5 2380
3916     15406 -67.7 137.9 13  68   9.4 2381
3917     15410 -67.7 137.8 13  68   9.4 2381
3918     15414 -67.7 137.7 13  68   9.3 2382
3919     15417 -67.7 137.6 13  68   9.3 2382
3920     15421 -67.7 137.5 13  68   9.2 2383
3921     15425 -67.8 137.4 13  68   9.2 2384
3922     15429 -67.8 137.3 13  68   9.1 2384
3923     15433 -67.8 137.3 13  68   9.1 2385
3924     15437 -67.9 137.2 13  68   9.0 2385
3925     15442 -67.9 137.1 13  68   9.0 2386
3926     15446 -67.9 137.0 13  68   8.9 2387
3927     15450 -67.9 136.9 13  68   8.9 2387
3928     15454 -67.9 136.8 13  68   8.8 2388
3929     15458 -67.9 136.7 13  68   8.8 2388
3930     15462 -67.9 136.6 14  68   8.8 2389
3931     15466 -67.9 136.5 14  68   8.7 2390
3932     15470 -68.0 136.4 14  69   8.7 2390
3933     15474 -68.0 136.3 14  69   8.6 2391
3934     15478 -68.0 136.2 14  69   8.6 2391
3935     15482 -68.0 136.1 14  69   8.6 2392
3936     15486 -68.0 136.1 14  69   8.5 2393
3937     15490 -68.1 136.0 14  69   8.5 2393
3938     15494 -68.1 135.9 14  69   8.5 2394
3939     15498 -68.1 135.8 14  70   8.4 2394
3940     15502 -68.2 135.7 14  70   8.4 2395
3941     15507 -68.2 135.6 14  70   8.3 2396
3942     15511 -68.2 135.5 14  70   8.3 2396
3943     15515 -68.2 135.4 14  70   8.3 2397
3944     15519 -68.3 135.3 14  70   8.3 2398
3945     15523 -68.3 135.2 14  71   8.2 2398
3946     15527 -68.3 135.1 15  71   8.2 2399
3947     15531 -68.4 135.0 15  71   8.2 2399
3948     15535 -68.5 134.9 15  71   8.1 2400
3949     15539 -68.5 134.8 15  71   8.1 2401
3950     15543 -68.5 134.8 15  71   8.1 2401
3951     15548 -68.5 134.7 15  72   8.1 2402
3952     15552 -68.5 134.6 15  72   8.1 2403
3953     15556 -68.5 134.5 15  72   8.0 2403
3954     15560 -68.6 134.4 15  72   8.0 2404
3955     15564 -68.6 134.3 15  72   8.0 2404
3956     15568 -68.7 134.2 15  73   8.0 2405
3957     15572 -68.7 134.1 15  73   8.0 2406
3958     15576 -68.8 134.0 16  73   8.0 2406
3959     15580 -68.9 133.9 16  73   8.0 2407
3960     15583 -68.9 133.9 16  73   8.0 2407
3961     15587 -68.9 133.8 16  74   8.0 2408
3962     15591 -68.9 133.7 16  74   8.0 2408
3963     15595 -68.9 133.6 16  74   8.0 2409
3964     15599 -69.0 133.5 16  74   8.0 2410
3965     15603 -69.0 133.4 16  75   8.0 2410
3966     15607 -69.0 133.3 16  75   8.0 2411
3967     15611 -69.0 133.2 16  75   8.0 2412
3968     15616 -69.1 133.1 17  75   8.0 2412
3969     15620 -69.1 133.0 17  75   8.1 2413
3970     15624 -69.1 133.0 17  76   8.1 2413
3971     15628 -69.2 132.9 17  76   8.1 2414
3972     15632 -69.2 132.8 17  76   8.1 2415
3973     15636 -69.2 132.7 17  76   8.1 2415
3974     15640 -69.3 132.6 17  76   8.1 2416
3975     15644 -69.3 132.5 17  76   8.1 2416
3976     15648 -69.4 132.4 17  76   8.2 2417
3977     15652 -69.4 132.3 18  77   8.2 2418
3978     15656 -69.4 132.3 18  77   8.2 2418
3979     15660 -69.4 132.2 18  77   8.2 2419
3980     15664 -69.4 132.1 18  77   8.2 2419
3981     15668 -69.5 132.0 18  77   8.2 2420
3982     15672 -69.5 131.9 18  77   8.2 2421
3983     15676 -69.6 131.8 18  77   8.2 2421
3984     15680 -69.6 131.7 18  77   8.2 2422
3985     15684 -69.6 131.6 18  77   8.2 2422
3986     15688 -69.6 131.5 18  77   8.3 2423
3987     15692 -69.7 131.4 18  77   8.3 2424
3988     15696 -69.7 131.4 19  77   8.3 2424
3989     15699 -69.8 131.3 19  77   8.3 2425
3990     15704 -69.8 131.2 19  77   8.3 2425
3991     15708 -69.9 131.1 19  77   8.3 2426
3992     15712 -69.9 131.0 19  77   8.3 2427
3993     15716 -69.9 130.9 19  77   8.3 2427
3994     15720 -69.9 130.8 19  77   8.4 2428
3995     15723 -70.0 130.8 19  77   8.4 2428
3996     15727 -70.0 130.7 19  77   8.4 2429
3997     15731 -70.0 130.6 19  76   8.4 2430
3998     15736 -70.1 130.5 19  76   8.5 2430
3999     15740 -70.1 130.4 19  76   8.5 2431
4000     15744 -70.1 130.3 19  76   8.5 2431
4001     15748 -70.2 130.2 19  76   8.6 2432
4002     15752 -70.2 130.1 19  76   8.6 2433
4003     15756 -70.2 130.0 19  76   8.6 2433
4004     15760 -70.3 129.9 19  76   8.7 2434
4005     15765 -70.3 129.9 19  76   8.7 2435
4006     15769 -70.4 129.8 19  76   8.7 2435
4007     15773 -70.4 129.7 19  76   8.8 2436
4008     15777 -70.4 129.6 19  76   8.8 2436
4009     15781 -70.5 129.5 19  76   8.9 2437
4010     15785 -70.5 129.4 19  76   8.9 2438
4011     15789 -70.5 129.3 19  76   9.0 2438
4012     15793 -70.5 129.2 19  76   9.0 2439
4013     15797 -70.6 129.1 19  76   9.0 2439
4014     15801 -70.7 129.1 19  76   9.1 2440
4015     15805 -70.7 129.0 20  76   9.1 2441
4016     15809 -70.8 128.9 20  76   9.1 2441
4017     15813 -70.8 128.8 20  76   9.2 2442
4018     15817 -70.9 128.7 20  76   9.2 2442
4019     15821 -70.9 128.6 20  76   9.3 2443
4020     15824 -70.9 128.6 20  76   9.3 2444
4021     15828 -71.0 128.5 20  76   9.3 2444
4022     15832 -71.0 128.4 20  76   9.3 2445
4023     15835 -71.1 128.3 20  76   9.4 2445
4024     15839 -71.1 128.2 20  76   9.4 2446
4025     15843 -71.1 128.1 20  76   9.4 2446
4026     15847 -71.2 128.1 20  76   9.5 2447
4027     15850 -71.2 128.0 20  76   9.5 2448
4028     15855 -71.2 127.9 20  76   9.5 2448
4029     15859 -71.3 127.8 20  76   9.5 2449
4030     15863 -71.3 127.7 20  76   9.5 2449
4031     15867 -71.4 127.6 20  77   9.5 2450
4032     15871 -71.4 127.5 20  77   9.6 2451
4033     15875 -71.4 127.5 21  77   9.6 2451
4034     15879 -71.4 127.4 21  77   9.6 2452
4035     15883 -71.5 127.3 21  77   9.6 2452
4036     15887 -71.5 127.2 21  77   9.6 2453
4037     15891 -71.6 127.1 21  77   9.6 2454
4038     15896 -71.6 127.0 21  77   9.6 2454
4039     15900 -71.6 126.9 21  77   9.6 2455
4040     15903 -71.7 126.8 21  77   9.7 2456
4041     15907 -71.7 126.8 21  77   9.7 2456
4042     15911 -71.8 126.7 21  77   9.7 2457
4043     15915 -71.8 126.6 21  77   9.7 2457
4044     15918 -71.9 126.5 22  77   9.7 2458
4045     15922 -71.9 126.4 22  77   9.7 2458
4046     15927 -71.9 126.3 22  77   9.7 2459
4047     15931 -71.9 126.3 22  77   9.7 2460
4048     15934 -71.9 126.2 22  77   9.8 2460
4049     15938 -71.9 126.1 22  77   9.8 2461
4050     15942 -71.9 126.0 22  78   9.8 2461
4051     15946 -72.0 125.9 22  78   9.8 2462
4052     15950 -72.0 125.8 23  78   9.8 2463
4053     15954 -72.1 125.7 23  78   9.8 2463
4054     15958 -72.1 125.7 23  78   9.9 2464
4055     15962 -72.1 125.6 23  78   9.9 2464
4056     15966 -72.1 125.5 23  78   9.9 2465
4057     15970 -72.2 125.4 23  79   9.9 2466
4058     15974 -72.2 125.3 23  79   9.9 2466
4059     15978 -72.2 125.2 24  79   9.9 2467
4060     15982 -72.3 125.2 24  79   9.9 2467
4061     15986 -72.3 125.1 24  79   9.9 2468
4062     15990 -72.3 125.0 24  79   9.9 2469
4063     15994 -72.3 124.9 24  80   9.9 2469
4064     15997 -72.4 124.8 24  80   9.9 2470
4065     16001 -72.4 124.8 25  80   9.9 2470
4066     16005 -72.4 124.7 25  80   9.9 2471
4067     16009 -72.4 124.6 25  80   9.9 2471
4068     16014 -72.4 124.5 25  80   9.8 2472
4069     16017 -72.4 124.4 25  80   9.8 2473
4070     16021 -72.4 124.3 25  81   9.7 2473
4071     16025 -72.5 124.3 25  81   9.7 2474
4072     16029 -72.5 124.2 26  81   9.7 2474
4073     16033 -72.6 124.1 26  81   9.6 2475
4074     16037 -72.6 124.0 26  81   9.5 2476
4075     16041 -72.6 123.9 26  81   9.5 2476
4076     16045 -72.6 123.8 26  81   9.4 2477
4077     16049 -72.6 123.7 26  81   9.3 2477
4078     16053 -72.7 123.7 26  81   9.3 2478
4079     16057 -72.7 123.6 26  81   9.2 2479
4080     16060 -72.7 123.5 26  81   9.1 2479
4081     16064 -72.7 123.4 26  82   9.1 2480
4082     16068 -72.7 123.3 27  82   9.0 2480
4083     16072 -72.7 123.2 27  82   8.9 2481
4084     16076 -72.8 123.2 27  82   8.8 2482
4085     16080 -72.8 123.1 27  82   8.8 2482
4086     16084 -72.9 123.0 27  82   8.7 2483
4087     16088 -72.9 122.9 27  82   8.6 2483
4088     16092 -72.9 122.8 27  82   8.6 2484
4089     16096 -72.9 122.8 27  82   8.5 2484
4090     16099 -73.0 122.7 27  83   8.5 2485
4091     16103 -73.0 122.6 27  83   8.4 2486
4092     16107 -73.0 122.5 27  83   8.4 2486
4093     16112 -73.0 122.4 27  83   8.4 2487
4094     16116 -73.1 122.3 28  83   8.3 2487
4095     16120 -73.1 122.3 28  84   8.3 2488
4096     16124 -73.1 122.2 28  84   8.3 2489
4097     16128 -73.1 122.1 28  84   8.3 2489
4098     16132 -73.1 122.0 28  84   8.3 2490
4099     16136 -73.1 121.9 28  84   8.3 2490
4100     16140 -73.1 121.8 28  85   8.3 2491
4101     16144 -73.2 121.8 28  85   8.3 2492
4102     16148 -73.2 121.7 28  85   8.3 2492
4103     16152 -73.2 121.6 28  85   8.3 2493
4104     16156 -73.2 121.5 28  86   8.3 2494
4105     16160 -73.3 121.4 28  86   8.3 2494
4106     16163 -73.3 121.3 28  86   8.3 2495
4107     16167 -73.4 121.3 28  86   8.4 2495
4108     16171 -73.4 121.2 28  86   8.4 2496
4109     16175 -73.5 121.1 28  86   8.4 2496
4110     16179 -73.5 121.0 28  86   8.4 2497
4111     16183 -73.5 120.9 28  86   8.5 2498
4112     16187 -73.5 120.9 28  87   8.5 2498
4113     16191 -73.6 120.8 28  87   8.5 2499
4114     16195 -73.6 120.7 28  87   8.5 2499
4115     16199 -73.6 120.6 28  87   8.6 2500
4116     16203 -73.6 120.5 28  87   8.6 2501
4117     16207 -73.6 120.4 28  87   8.6 2501
4118     16211 -73.7 120.4 28  87   8.6 2502
4119     16215 -73.7 120.3 28  87   8.7 2502
4120     16219 -73.7 120.2 28  87   8.7 2503
4121     16222 -73.8 120.1 29  87   8.7 2504
4122     16226 -73.8 120.0 29  87   8.7 2504
4123     16230 -73.8 120.0 29  87   8.7 2505
4124     16234 -73.9 119.9 29  87   8.7 2505
4125     16238 -73.9 119.8 29  87   8.7 2506
4126     16242 -73.9 119.7 29  88   8.7 2507
